,Composition,VEC,Electronegativity_Difference,Atomic_Radius_Diff,Mixing_Enthalpy,Mixing_Entropy,E/A,EWF,Mod_Mismatch,DeltaG,ShearModG,Tm,Ec,Cond__AC,Cond__AM,Cond__HM,Cond__PM,Cond__WR,Li,Mg,Al,Si,Sc,Ti,V,Cr,Mn,Fe,Ni,Co,Cu,Zn,Zr,Nb,Mo,Sn,Hf,Ta,W,HV
140,Al0.158 Co0.211 Cr0.211 Fe0.211 Ni0.211 ,7.4221556886227535,0.11718796436475976,5.2981153249022785,-10.895458583830342,13.332302280519093,1.35063872255489,10882.487107928355,-0.06446677923639621,0.12030777052596787,77.3812375249501,1712.1811377245508,4.158612774451099,1,0,0,0,0,0.0,0.0,0.15768463073852296,0.0,0.0,0.0,0.0,0.21057884231536925,0.0,0.21057884231536925,0.21057884231536925,0.21057884231536925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0
141,Al0.158 Mo0.211 Nb0.211 Ti0.211 V0.211 ,4.684630738522954,0.2327882374275119,3.863653956843309,-11.115704718307896,13.332302280519093,1.474880239520958,6929.528844828462,-0.04272908989857667,0.0867677281659977,35.47604790419161,2197.9865269461075,5.704261477045907,1,0,0,0,0,0.0,0.0,0.15768463073852296,0.0,0.0,0.21057884231536925,0.21057884231536925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21057884231536925,0.21057884231536925,0.0,0.0,0.0,0.0,517.0
142,Al0.160 Co0.168 Cr0.168 Fe0.168 Mn0.168 Ni0.168 ,7.200000000000001,0.13911045395655924,5.5111405591167895,-11.644416,14.896171389992649,1.35688,9361.172277446278,-0.06100183025530024,0.11549663503738555,75.72800000000002,1652.7520000000004,3.92424,1,0,0,0,0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.168,0.168,0.168,0.168,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0
143,Al0.167 Co0.167 Cr0.167 Cu0.083 Fe0.167 Ni0.250 ,7.747252747252749,0.11983637396963864,5.354015496999267,-8.296654394556496,14.533402885752873,1.3752947052947055,11078.312806310734,-0.07087370729190234,0.13839014314899442,72.67732267732268,1651.284265734266,4.094295704295705,1,0,0,0,0,0.0,0.0,0.16683316683316687,0.0,0.0,0.0,0.0,0.16683316683316687,0.0,0.16683316683316687,0.2497502497502498,0.16683316683316687,0.08291708291708293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0
144,Al0.167 Co0.167 Cr0.167 Cu0.083 Fe0.250 Ni0.167 ,7.581418581418582,0.11565303875656432,5.372962991919258,-7.16381320976726,14.533402885752873,1.3661738261738263,10340.881190772434,-0.07099414618253605,0.13764344203947745,73.17482517482519,1658.0834665334671,4.081028971028972,1,0,0,0,0,0.0,0.0,0.16683316683316687,0.0,0.0,0.0,0.0,0.16683316683316687,0.0,0.2497502497502498,0.16683316683316687,0.16683316683316687,0.08291708291708293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0
145,Al0.167 Co0.167 Cr0.167 Cu0.167 Fe0.167 Ni0.167 ,7.833333333333335,0.11908213785264166,5.2811305992853566,-4.777777777777779,14.89751619921278,1.3616666666666668,10506.912570445833,-0.07755459616163701,0.1566451786797241,70.33333333333334,1620.475,4.0150000000000015,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0
147,Al0.167 Co0.167 Cr0.167 Fe0.167 Mo0.083 Ni0.250 ,7.332667332667334,0.1544453386198321,5.61090754584834,-11.531828810550095,14.533402885752873,1.407632367632368,11020.074778359065,-0.09885397880423252,0.18286736294619008,70.35564435564436,1778.3464035964041,4.370409590409591,1,0,0,0,0,0.0,0.0,0.16683316683316687,0.0,0.0,0.0,0.0,0.16683316683316687,0.0,0.16683316683316687,0.2497502497502498,0.16683316683316687,0.0,0.0,0.0,0.0,0.08291708291708293,0.0,0.0,0.0,0.0,586.0
148,Al0.167 Co0.167 Cr0.167 Fe0.167 Ni0.167 Ti0.167 ,6.666666666666668,0.14135259302734968,7.220787900363843,-21.555555555555557,14.89751619921278,1.385,9808.650687120988,-0.08197248461383913,0.16625077264714633,69.66666666666667,1716.3750000000007,4.241666666666667,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0
149,Al0.167 Co0.167 Cr0.167 Fe0.167 Ni0.167 V0.167 ,6.833333333333334,0.12310790208412925,5.334355642228097,-14.888888888888893,14.89751619921278,1.3450000000000002,9745.221510812491,-0.07859106117181126,0.15893049576565246,70.16666666666667,1756.7083333333335,4.318333333333333,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0
150,Al0.167 Co0.167 Cr0.167 Fe0.167 Ni0.333 ,7.664335664335662,0.12056430715567512,5.415977922427735,-12.003321353970705,12.980297503474127,1.3885614385614384,11674.936372104446,-0.06271879765781564,0.12018222243788262,74.99900099900098,1681.8309190809189,4.1730669330669325,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.16683316683316682,0.0,0.16683316683316682,0.3326673326673327,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0
151,Al0.167 Co0.167 Cr0.167 Fe0.250 Mo0.083 Ni0.167 ,7.166833166833168,0.15216517854829065,5.6320973652059925,-10.508991507992512,14.533402885752873,1.3985114885114889,10285.893486156274,-0.0990659435342952,0.18197235719231986,70.85314685314688,1785.1456043956048,4.3571428571428585,1,0,0,0,0,0.0,0.0,0.16683316683316687,0.0,0.0,0.0,0.0,0.16683316683316687,0.0,0.2497502497502498,0.16683316683316687,0.16683316683316687,0.0,0.0,0.0,0.0,0.08291708291708293,0.0,0.0,0.0,0.0,635.0
152,Al0.167 Co0.167 Cr0.167 Fe0.333 Ni0.167 ,7.332667332667332,0.1118011069956892,5.450958715048215,-10.232656454434677,12.980297503474127,1.3703196803196802,10176.648853297824,-0.062494951137017876,0.11826293782084332,75.99400599400599,1695.4293206793204,4.146533466533467,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.16683316683316682,0.0,0.3326673326673327,0.16683316683316682,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
153,Al0.167 Co0.167 Cr0.250 Cu0.083 Fe0.167 Ni0.167 ,7.4155844155844175,0.12047406312658193,5.343667949536306,-7.578647127098674,14.533402885752865,1.355394605394605,10340.88119077241,-0.07947600919905949,0.15065092464804333,75.91108891108891,1684.7827672327676,4.066103896103897,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.2497502497502497,0.0,0.16683316683316682,0.16683316683316682,0.16683316683316682,0.08291708291708291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
154,Al0.167 Co0.167 Cr0.333 Fe0.167 Ni0.167 ,7.000999000999001,0.11853938576043448,5.396806838232691,-11.007322347981686,12.980297503474127,1.3487612387612389,10176.648853297824,-0.07522569010094945,0.13551113503133125,81.46653346653345,1748.8279220779218,4.116683316683317,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.3326673326673327,0.0,0.16683316683316682,0.16683316683316682,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0
155,Al0.167 Co0.167 Cu0.167 Fe0.167 Ni0.167 Si0.167 ,7.500000000000001,0.1054224306724564,6.581882864455207,-20.44444444444445,14.89751619921278,1.875,11317.582157414725,-0.05220377783835724,0.09964670295985227,61.41666666666667,1545.975,4.1033333333333335,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0
156,Al0.167 Co0.167 Cu0.167 Fe0.167 Ni0.167 Ti0.167 ,7.500000000000001,0.1473563330464248,6.988761042268139,-16.888888888888893,14.89751619921278,1.3983333333333334,10130.981367764542,-0.061824657015861276,0.12211751527990845,58.50000000000001,1587.6416666666669,4.1400000000000015,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0
157,Al0.167 Co0.167 Cu0.167 Fe0.167 Ni0.167 Zr0.167 ,7.500000000000001,0.2110028962413128,9.999251652855078,-23.88888888888889,14.89751619921278,1.4566666666666668,9536.253936938469,-0.07607065484354969,0.1519377162629758,56.66666666666667,1619.6416666666669,4.373333333333334,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,472.0
158,Al0.167 Co0.167 Cu0.167 Fe0.167 Ni0.333 ,8.498501498501499,0.1064882873819724,5.305084683646747,-5.887327457757027,12.980297503474127,1.4019080919080915,12047.852092017414,-0.05381366489952272,0.09961085949662438,63.82117882117882,1552.9689810189807,4.071298701298701,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.16683316683316682,0.3326673326673327,0.16683316683316682,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.2
159,Al0.167 Co0.185 Cr0.185 Fe0.185 Ni0.185 Ti0.093 ,6.978,0.13356821440747044,6.653039682615581,-17.56652,14.703754142419735,1.3782899999999998,10243.003785737534,-0.07662986124052541,0.14915682991998866,72.814,1710.54175,4.20103,1,0,0,0,0,0.0,0.0,0.16699999999999998,0.0,0.0,0.093,0.0,0.185,0.0,0.185,0.185,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
160,Al0.167 Co0.208 Cr0.208 Cu0.208 Fe0.208 ,7.580580580580583,0.11585429734891235,5.243616839894299,-1.3730487244000762,13.352338461540187,1.3360060060060062,9456.497830604823,-0.08625074948431846,0.17475522622076886,70.97297297297298,1626.7082582582584,3.952162162162163,1,0,0,0,0,0.0,0.0,0.1671671671671672,0.0,0.0,0.0,0.0,0.20820820820820826,0.0,0.20820820820820826,0.0,0.20820820820820826,0.20820820820820826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0
161,Al0.167 Co0.208 Cr0.208 Fe0.208 Ni0.208 ,7.372372372372372,0.11801140052816328,5.416441662786137,-11.23282241200159,13.352338461540187,1.3693193193193194,10815.907365177738,-0.066568647754949,0.125733724515866,76.80280280280282,1703.4121621621625,4.149959959959961,1,0,0,0,0,0.0,0.0,0.1671671671671672,0.0,0.0,0.0,0.0,0.20820820820820826,0.0,0.20820820820820826,0.20820820820820826,0.20820820820820826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0
162,Al0.167 Co0.250 Cr0.167 Cu0.083 Fe0.167 Ni0.167 ,7.664335664335664,0.11780182334566505,5.337197212895641,-7.854319506667157,14.533402885752865,1.3645154845154843,10904.363882074826,-0.07091404251092445,0.1386163328663466,72.5944055944056,1654.766783216783,4.0901498501498486,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.16683316683316682,0.0,0.16683316683316682,0.16683316683316682,0.2497502497502497,0.08291708291708291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0
163,Al0.167 Co0.250 Cr0.167 Fe0.167 Mo0.083 Ni0.167 ,7.2497502497502495,0.153222483545799,5.591715098669228,-11.089493922660758,14.533402885752865,1.3968531468531469,10846.88922313427,-0.098878453232836,0.18312501233330172,70.27272727272727,1781.828921078921,4.366263736263734,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.16683316683316682,0.0,0.16683316683316682,0.16683316683316682,0.2497502497502497,0.0,0.0,0.0,0.0,0.08291708291708291,0.0,0.0,0.0,0.0,741.0
164,Al0.167 Co0.333 Cr0.167 Fe0.167 Ni0.167 ,7.498501498501499,0.11646739084004876,5.384790433669317,-11.228655460423694,12.980297503474127,1.3670029970029969,11313.836451095725,-0.06286934519912939,0.12068088939210013,74.83316683316683,1688.7959540459533,4.164775224775225,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.16683316683316682,0.0,0.16683316683316682,0.16683316683316682,0.3326673326673327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0
165,Al0.167 Co0.333 Cu0.167 Fe0.167 Ni0.167 ,8.33266733266733,0.1037644251229768,5.2689919690410845,-5.223328120431017,12.980297503474127,1.3803496503496502,11677.14042168447,-0.05345903367938877,0.09916781286707303,63.65534465534465,1559.9340159840158,4.063006993006994,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.16683316683316682,0.16683316683316682,0.3326673326673327,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
166,Al0.167 Cr0.167 Cu0.167 Fe0.167 Ni0.333 ,7.998001998001998,0.12298760738751935,5.318770835107009,-5.771327573525375,12.980297503474127,1.3835564435564436,10842.05352850798,-0.07773116820454617,0.15642071711686414,70.49450549450547,1613.3625874125873,4.022917082917083,1,0,0,0,0,0.0,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.16683316683316682,0.0,0.16683316683316682,0.3326673326673327,0.0,0.16683316683316682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0
167,Al0.167 Cr0.208 Fe0.208 Mn0.208 Ni0.208 ,6.9559559559559565,0.13715166768697595,5.6093547553116085,-11.406225043862689,13.352338461540187,1.3734834834834837,8474.330434779009,-0.06581403494406703,0.1235850836262106,77.42742742742746,1651.1519019019022,3.843893893893896,1,0,0,0,0,0.0,0.0,0.1671671671671672,0.0,0.0,0.0,0.0,0.20820820820820826,0.20820820820820826,0.20820820820820826,0.20820820820820826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0
168,Al0.167 Fe0.167 Ni0.167 Ti0.167 V0.167 Zr0.167 ,5.666666666666668,0.1897732565165305,9.35408527371235,-31.33333333333334,14.89751619921278,1.4583333333333333,7609.598535249921,-0.07698181698226321,0.1644037780401417,51.33333333333334,1783.3750000000002,4.753333333333334,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,800.0
169,Al0.167 Hf0.167 Nb0.167 Ta0.167 Ti0.167 Zr0.167 ,4.166666666666667,0.12261049438499685,4.9027725365561805,-14.777777777777786,14.89751619921278,1.715,5372.4548450362545,-0.0541081188793025,0.12562499999999996,40.00000000000001,2250.208333333333,6.1000000000000005,1,0,0,0,0,0.0,0.0,0.16666666666666669,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,441.0
170,Al0.172 Co0.172 Cr0.172 Fe0.172 Ni0.172 V0.138 ,6.895791583166332,0.1230284856816637,5.4142130906174994,-14.581949470082453,14.87218592264595,1.3601603206412824,9884.68923370042,-0.07834089554092921,0.15695394038782015,70.9559118236473,1742.4579158316633,4.2845490981963925,1,0,0,0,0,0.0,0.0,0.17234468937875752,0.0,0.0,0.0,0.13827655310621245,0.17234468937875752,0.0,0.17234468937875752,0.17234468937875752,0.17234468937875752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0
174,Al0.179 Co0.205 Cr0.205 Fe0.205 Ni0.205 ,7.309309309309309,0.1189984794675674,5.5569437943624855,-11.645138632125619,13.370036088298063,1.392982982982983,10732.055082036071,-0.0691375262183896,0.13265913960519235,76.07007007007006,1692.3040540540542,4.138998998998998,1,0,0,0,0,0.0,0.0,0.1791791791791792,0.0,0.0,0.0,0.0,0.2052052052052052,0.0,0.2052052052052052,0.2052052052052052,0.2052052052052052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0
175,Al0.180 Co0.300 Cr0.100 Fe0.100 Mo0.010 Ni0.310 ,7.799999999999999,0.12346153247064445,5.561280021270684,-12.4732,12.80003959839075,1.4213,12429.138553205183,-0.06297672164404289,0.12196978538878962,70.64,1656.145,4.2098,1,0,0,0,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.31,0.3,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,357.3
176,Al0.180 Co0.300 Cr0.100 Fe0.100 Mo0.020 Ni0.300 ,7.76,0.1277849756426787,5.584231734969169,-12.463999999999995,13.052083165515013,1.4236,12344.160356409873,-0.06744609856185091,0.12902605763015787,70.08,1667.785,4.2336,1,0,0,0,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,362.6
177,Al0.180 Co0.300 Cr0.100 Fe0.100 Mo0.030 Ni0.290 ,7.719999999999999,0.13191948301899908,5.605521458519207,-12.449199999999996,13.2578494632037,1.4259000000000002,12259.666876600151,-0.0717953165313018,0.13616500322447792,69.52000000000001,1679.425,4.2574000000000005,1,0,0,0,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.29,0.3,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,359.7
178,Al0.180 Co0.300 Cr0.100 Fe0.100 Ni0.320 ,7.84,0.11892854997854801,5.5366370496396256,-12.4768,12.430050562119492,1.419,12514.60368899402,-0.05838317653213782,0.114994950132559,71.2,1644.505,4.186,1,0,0,0,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.4
179,Al0.182 Co0.091 Cr0.182 Cu0.182 Fe0.182 Ni0.182 ,7.727272727272727,0.12168921259836432,5.44803374047901,-4.495867768595043,14.697985763189829,1.3918181818181818,10121.085738235895,-0.08417492059061607,0.17252405890817962,69.9090909090909,1607.0636363636365,3.9809090909090914,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.18181818181818185,0.18181818181818185,0.09090909090909093,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0
180,Al0.182 Co0.182 Cr0.091 Cu0.182 Fe0.182 Ni0.182 ,8.0,0.1164985013914182,5.440028563059257,-5.024793388429752,14.69798576318983,1.401818181818182,10729.273105656097,-0.07122563490542548,0.14741805769596247,66.27272727272727,1574.1545454545453,4.007272727272728,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.09090909090909093,0.0,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0
181,Al0.182 Co0.182 Cr0.182 Cu0.182 Fe0.091 Ni0.182 ,7.8181818181818175,0.12397680401544592,5.403500868348797,-5.553719008264462,14.69798576318983,1.39,10729.273105656097,-0.08386745420910291,0.1733454578020268,69.27272727272727,1603.4272727272726,3.990909090909091,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.09090909090909093,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0
182,Al0.182 Co0.182 Cr0.182 Cu0.182 Fe0.182 Ni0.091 ,7.636363636363638,0.1193023799060172,5.4271785576262594,-3.9008264462809934,14.69798576318983,1.38,9944.336924618989,-0.08419631197800335,0.17276340060763892,69.81818181818181,1610.8818181818185,3.976363636363637,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.18181818181818185,0.09090909090909093,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0
183,Al0.182 Co0.182 Cr0.182 Fe0.182 Mo0.091 Ni0.182 ,7.09090909090909,0.15897918154679644,5.755162636265626,-11.438016528925619,14.69798576318983,1.4300000000000002,10482.44470796102,-0.1074356607186286,0.20200602213541666,69.81818181818183,1783.6818181818182,4.365454545454546,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.0,0.0,755.0
184,Al0.182 Co0.182 Cr0.182 Fe0.182 Ni0.182 V0.091 ,7.0,0.12257566393224124,5.543349112784856,-13.950413223140496,14.69798576318983,1.3854545454545455,10121.085738235884,-0.07737663607039133,0.15323128040821174,72.27272727272727,1718.6818181818182,4.2281818181818185,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.09090909090909093,0.18181818181818185,0.0,0.18181818181818185,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0
185,Al0.182 Co0.182 Cr0.182 Fe0.182 Ni0.273 ,7.454545454545454,0.12105596001248944,5.588609340742714,-12.231404958677686,13.254638600898854,1.4090909090909092,11172.876844859744,-0.06759182529580676,0.1312741540201715,74.90909090909092,1677.8636363636365,4.1490909090909085,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.18181818181818185,0.2727272727272728,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0
186,Al0.182 Co0.182 Cu0.182 Fe0.182 Ni0.273 ,8.363636363636363,0.10898479687742328,5.452776382223455,-5.685950413223143,13.254638600898854,1.4236363636363636,11565.175012611367,-0.057184470343889814,0.10868725057760974,62.72727272727274,1537.4272727272726,4.038181818181819,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.2727272727272728,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.8
187,Al0.182 Co0.273 Cu0.182 Fe0.182 Ni0.182 ,8.272727272727273,0.10740361814241932,5.431979222180642,-5.289256198347107,13.254638600898854,1.4118181818181819,11367.615758354077,-0.056973437061987674,0.10840893914530852,62.63636363636363,1541.2454545454543,4.033636363636364,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.18181818181818185,0.2727272727272728,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0
189,Al0.182 Cr0.182 Fe0.182 Ni0.182 Ti0.182 Mn0.091 ,6.2727272727272725,0.1397636730252917,7.146170801351566,-20.958677685950416,14.69798576318983,1.4190909090909092,8425.282053258099,-0.08895615747591272,0.1827012691538061,69.45454545454545,1688.8636363636365,4.094545454545455,1,0,0,0,0,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,0.0,0.18181818181818185,0.09090909090909093,0.18181818181818185,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.5
190,Al0.184 Co0.204 Cr0.204 Fe0.204 Ni0.204 ,7.284,0.1193773445843054,5.6105576486088395,-11.805888000000001,13.374819872657065,1.40248,10698.555056851385,-0.07014041099070424,0.13545481178166655,75.77600000000002,1687.8460000000002,4.1346,1,0,0,0,0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.204,0.0,0.204,0.204,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0
191,Al0.185 Cr0.185 Cu0.185 Fe0.185 Ni0.259 ,7.777777777777778,0.12408789309445148,5.499922872541168,-4.910836762688613,13.296200199249506,1.4081481481481481,10181.905950206106,-0.08570752872698599,0.17589178067995986,69.8888888888889,1600.9722222222226,3.977037037037037,1,0,0,0,0,0.0,0.0,0.1851851851851852,0.0,0.0,0.0,0.0,0.1851851851851852,0.0,0.1851851851851852,0.25925925925925924,0.0,0.1851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0
192,Al0.190 Cr0.190 Fe0.190 Mo0.095 Ni0.190 Ti0.143 ,6.284569138276553,0.18321743979890365,7.022781223208902,-18.628318761772046,14.678594560927742,1.4645991983967936,9074.021220869252,-0.1294691077750602,0.2591830843458787,65.13226452905812,1808.0626252505008,4.430210420841684,1,0,0,0,0,0.0,0.0,0.1903807615230461,0.0,0.0,0.14328657314629256,0.0,0.1903807615230461,0.0,0.1903807615230461,0.1903807615230461,0.0,0.0,0.0,0.0,0.0,0.09519038076152304,0.0,0.0,0.0,0.0,766.2
193,Al0.192 Co0.192 Cr0.192 Fe0.192 Ni0.192 V0.038 ,7.116232464929857,0.121592716953398,5.681689865857803,-13.069827028807113,14.217213149280873,1.4136673346693385,10390.298148858525,-0.07541690961260142,0.14851918101554795,73.74148296593185,1692.1623246492984,4.165310621242487,1,0,0,0,0,0.0,0.0,0.19238476953907813,0.0,0.0,0.0,0.03807615230460922,0.19238476953907813,0.0,0.19238476953907813,0.19238476953907813,0.19238476953907813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0
194,Al0.192 Cr0.192 Cu0.192 Fe0.192 Ni0.231 ,7.693693693693692,0.12421280051106562,5.562456296140896,-4.5041077113149175,13.35717992652323,1.4175375375375374,9938.85854137607,-0.08875320973020276,0.18345885669675452,69.65765765765767,1596.2414414414416,3.9595195195195196,1,0,0,0,0,0.0,0.0,0.1921921921921922,0.0,0.0,0.0,0.0,0.1921921921921922,0.0,0.1921921921921922,0.23123123123123124,0.0,0.1921921921921922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0
195,Al0.194 Cr0.161 Cu0.161 Fe0.161 Ni0.323 ,7.8370000000000015,0.12575196380176332,5.6077189280696835,-6.8144919999999995,13.014550927611106,1.43679,10661.686046461595,-0.08265510014279116,0.17066708070629694,69.03699999999999,1591.1401,4.0028500000000005,1,0,0,0,0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.161,0.0,0.161,0.32299999999999995,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0
196,Al0.196 Co0.196 Cr0.196 Fe0.118 Mo0.098 Ni0.196 ,7.0200000000000005,0.1649869558480306,5.851238273563099,-12.313504,14.612216393378713,1.4596399999999998,10670.688678638902,-0.11523052816001544,0.22118205723132967,68.868,1781.785,4.37212,1,0,0,0,0,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.196,0.0,0.118,0.196,0.196,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,754.0
